score,angry,happy,neutral,sad,surprise,Learning_Path
40,17.38451097,37.5629321,10.8989302,5.361370525,28.79225621,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,20.44299156,9.047506866,46.05118771,0.476301077,23.98201279,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,22.42208746,9.33372079,55.11622482,6.038810314,7.089156612,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,26.93663947,33.6183275,1.007093759,32.13325375,6.304685514,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,1.746153829,23.67118693,11.92933725,0.874843202,61.77847879,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,0.403079544,1.891173122,38.17513098,4.457600264,55.07301609,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,19.147398,27.64169202,14.9488489,8.124152587,30.13790848,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,29.28779184,34.40301265,5.379276102,21.63428497,9.295634445,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,21.50579576,1.351971581,29.76835869,36.5568275,10.81704648,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,28.24275964,29.66434958,24.19132676,16.42558453,1.475979485,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,3.013409537,41.97755844,17.00318921,3.345865465,34.65997735,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,1.269689643,22.6380499,3.486262843,64.63062238,7.975375232,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,30.08425113,37.08449289,8.953144837,9.255750981,14.62236016,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,22.39578682,18.6983406,16.42084057,25.40394571,17.0810863,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,76.96805984,3.179607967,1.174706011,5.25755502,13.42007116,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,16.60201374,16.94948368,31.95841591,11.18734653,23.30274014,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,27.52424383,3.663525208,5.324224471,8.0479817,55.44002479,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,16.53026704,35.24103932,0.837431303,43.10003388,4.291228457,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,7.487641611,43.12264305,34.83199305,11.93217658,2.625545709,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,0.466507449,49.21204209,22.47679444,6.018541958,21.82611406,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,9.191910371,9.094592121,24.33124442,40.05733,17.32492309,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,22.84652871,0.593394935,5.634998397,38.95621826,31.96885969,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,7.684213281,29.13519345,13.19490919,17.91832869,32.06735539,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,12.73298055,26.54769186,8.530523125,12.59274513,39.59605934,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,41.13157538,20.0537069,9.651763761,26.63537269,2.527581265,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,8.012729799,22.13207213,23.22344607,3.02011022,43.61164178,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,1.254722215,3.224630506,9.278104193,60.34740258,25.89514051,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,9.035037771,41.7797726,32.55460297,14.59183922,2.038747439,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,17.54973832,44.39646387,3.083249441,28.21066639,6.75988197,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,44.60238815,11.81975335,29.75822783,3.548796248,10.27083442,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,24.60384044,18.8997771,29.18547154,26.12199507,1.188915842,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,8.597058249,15.6606231,5.524784248,7.326309112,62.89122529,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,23.94887489,4.423385859,28.40770245,6.939901149,36.28013565,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,10.76959579,2.155350237,12.98429861,33.4156021,40.67515326,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,31.02052025,30.53893434,3.521261043,13.17789983,21.74138454,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,7.107365406,82.35571115,7.055284708,0.876983021,2.604655716,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,42.41786331,19.04666913,5.692870128,12.37639283,20.4662046,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,18.45043249,34.76729138,10.72322355,15.27713235,20.78192024,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,11.1159282,23.38830198,2.844125716,0.892618352,61.75902574,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,12.9298961,27.57056958,16.21820351,30.10202488,13.17930594,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,43.62480891,2.440704438,19.25438873,13.01460991,21.66548801,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,21.66797017,1.730789821,37.49366169,18.03035495,21.07722337,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,29.29364426,32.5993441,17.24544889,16.636433,4.225129755,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,36.76901222,26.0783462,23.05375557,8.209860519,5.88902549,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,4.567091691,56.3893109,3.740348088,1.263550932,34.03969839,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,18.5837646,5.373771498,40.10290241,22.05417491,13.88538659,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,0.050488268,55.80292862,6.683904759,34.36572502,3.096953337,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,2.40757803,26.6390292,13.90903409,12.40568192,44.63867675,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,26.39073419,51.90952912,8.826917771,9.969932701,2.902886212,"['medium', 'hard', 'hard', 'hard', 'hard']"
80,14.50223454,46.72743301,6.595225963,18.79520768,13.3798988,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,5.843590158,8.588316558,28.23774636,1.812416691,55.51793023,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,18.97429223,10.0821887,45.59116113,0.568628836,24.7837291,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,27.23634286,7.372538636,57.0624568,4.509701328,3.818960378,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,18.71182767,28.3510307,7.809292466,15.32577302,29.80207615,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,20.45358501,34.14523111,25.55205431,16.41591144,3.433218123,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,13.3281369,31.55437858,10.4400252,24.89834265,19.77911668,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,7.758594251,61.1195173,9.95543795,4.41877735,16.74767314,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,23.12965467,21.63368063,24.26639231,28.97839821,1.991874182,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,22.54954042,24.56787164,42.58440881,7.215822607,3.082356532,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,19.66776594,12.75344986,25.42336102,27.23793079,14.91749239,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,2.402918395,23.3157844,4.829551068,27.354855,42.09689113,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,18.73787946,17.26358122,40.18078587,5.686741644,18.13101179,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,9.90967161,54.55860965,2.566677325,17.35910675,15.60593467,"['medium', 'hard', 'hard', 'hard', 'hard']"
20,12.5493795,53.26171777,7.386643885,19.499568,7.302690854,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,26.05166446,7.868723901,16.71145493,49.11969366,0.248463044,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,17.04939673,18.04274205,11.32773751,16.41464619,37.16547752,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,50.69205715,13.33700249,4.499510317,26.84437411,4.627055932,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,28.68084204,50.81297729,4.844581902,11.0459309,4.61566787,"['medium', 'hard', 'hard', 'hard', 'hard']"
20,19.91039904,14.32738637,35.10046307,9.477169173,21.18458233,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,2.733292289,32.33055158,25.56064769,38.82194203,0.553566405,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,25.24013608,23.24418216,17.16836047,1.850080628,32.49724066,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,4.860185029,19.82541693,18.28439516,1.410007166,55.61999571,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,36.39701485,18.18225334,19.19402831,12.62980506,13.59689844,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,15.56355591,67.33163573,13.80227199,2.653260361,0.649276008,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,59.29357319,11.47250355,9.084230186,1.02379787,19.12589521,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,0.908955001,15.55362725,10.67164588,49.72403716,23.14173471,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,38.50732727,34.34765377,11.55216718,10.54084468,5.0520071,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,12.10901349,12.03223644,8.801009283,47.47350003,19.58424076,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,1.864814754,3.478153023,53.44610147,27.48743927,13.72349147,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,17.72149506,26.48555955,43.45455402,6.099316996,6.239074371,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,6.90076821,29.53774652,21.24427442,34.76034899,7.556861856,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,18.68716863,34.8137277,7.939396614,37.87390596,0.685801085,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,0.776098478,22.99112012,13.83360825,61.73194005,0.667233101,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,48.3336423,23.5713307,19.74580279,7.1017362,1.247488007,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,46.33645313,19.45345192,20.81093308,7.636236009,5.76292587,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,7.021781573,21.66178904,51.54453157,6.664229128,13.10766869,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,13.32596337,56.27112642,8.722609735,1.422686142,20.25761434,"['medium', 'hard', 'hard', 'hard', 'hard']"
60,26.45269339,39.19904955,9.836130011,22.49802723,2.014099825,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,51.57877402,4.597664951,2.338116423,35.31310538,6.172339223,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,12.02457038,8.937811636,14.42402628,42.54937952,22.06421218,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,23.58995122,37.34286295,12.17545254,25.29518298,1.596550305,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,26.68138605,16.60538152,0.103948498,54.77381465,1.835469278,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,5.235127697,29.64907188,27.98326332,11.45012606,25.68241105,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,19.92197058,10.94410576,29.59554671,4.711155938,34.82722101,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,6.246021565,1.933749789,35.7455566,21.63261895,34.4420531,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,19.01065085,33.19834702,10.54314312,28.80290848,8.444950529,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,6.214677945,17.85384398,44.11192658,18.69066809,13.12888341,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,18.18499252,9.964605914,42.91880155,26.85076413,2.080835892,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,28.58204462,5.067226557,24.51170038,41.21013985,0.628888589,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,14.60437706,35.25122695,9.036099691,30.99404734,10.11424896,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,11.30925508,78.03759131,7.365841575,2.989688997,0.297623033,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,80.85525403,0.763277857,4.304397072,4.945107424,9.131963617,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,22.15575974,7.726807729,27.90817167,18.0100291,24.19923176,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,44.59392821,37.76420849,8.522719119,2.936771798,6.18237238,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,5.93856622,58.21872876,4.681241846,3.043268283,28.11819489,"['medium', 'hard', 'hard', 'hard', 'hard']"
100,36.52604612,16.62459526,8.853086006,6.009381729,31.98689088,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,27.64868005,9.141082863,0.99518023,30.08823403,32.12682282,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,37.48718511,4.062058621,40.11914493,6.679013856,11.65259748,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,23.976396,2.995680641,10.24751048,44.0932807,18.68713218,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,29.78683242,5.124916822,7.344335094,22.81974235,34.92417331,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,26.9712243,48.11490873,4.147990204,2.004878743,18.76099802,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,10.72223197,0.395569833,13.84888639,15.75077294,59.28253888,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,2.994514208,12.99488179,19.82388218,18.47666642,45.7100554,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,2.816915132,10.04455872,45.16903635,20.73546576,21.23402405,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,23.19625045,6.148740795,19.41227036,15.86941212,35.37332627,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,10.51002575,12.90721972,1.244472631,51.26640021,24.07188169,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,16.3246248,16.43368102,36.81447387,3.965965682,26.46125463,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,57.98920752,18.3155373,10.98403627,2.838312705,9.872906202,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,25.32976738,8.274042142,26.93133764,29.59222379,9.87262905,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,36.3226279,9.772151533,22.28906399,13.97904758,17.63710899,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,1.202584008,44.37678236,14.02580048,2.470675903,37.92415725,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,46.53490822,5.695041469,7.26651864,23.42542777,17.0781039,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,24.88536333,9.396611341,17.26226222,9.903869543,38.55189357,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,28.5972452,7.844494402,46.76337629,0.194552058,16.60033204,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,0.358156237,2.715221161,8.568798773,45.44533241,42.91249142,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,17.03761916,6.077179222,33.530832,33.54710869,9.807260922,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,18.79702607,60.79688025,9.071849695,3.63089458,7.703349404,"['medium', 'hard', 'hard', 'hard', 'hard']"
60,39.18478885,2.006724435,31.65070462,24.97008311,2.187698979,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,29.85242045,26.73128244,3.494857812,1.420435786,38.50100351,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,17.568251,1.540433602,11.98909152,8.349612803,60.55261107,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,63.10914289,11.67858512,8.001808886,7.090354206,10.1201089,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,22.95950128,7.729300445,24.35681033,34.97332431,9.981063632,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,22.72680123,9.341742391,2.865086444,46.8336697,18.23270023,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,6.704088529,34.01421236,5.787009895,53.00809438,0.486594836,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,8.708220667,27.47930418,3.082525668,20.48248097,40.24746851,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,18.39320728,49.47571938,6.430378115,4.397411212,21.303284,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,46.45314651,14.70237417,14.991981,16.38804421,7.464454104,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,5.749925647,41.9613728,27.40224426,18.28421705,6.60224024,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,6.22335657,40.14659641,6.694065621,3.305203932,43.63077747,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,16.80204558,24.3585369,41.58664493,11.49859116,5.754181429,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,46.6676762,14.82636259,21.8335821,8.519549797,8.152829313,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,22.18622816,27.51003925,5.402027104,27.1085194,17.79318609,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,24.50850903,22.53045657,21.20950632,12.39113712,19.36039095,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,63.28611941,8.964217268,22.88627306,4.08990552,0.773484744,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,12.02737663,14.24583115,33.479224,32.34597464,7.901593581,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,28.30152532,20.41429917,15.40065955,26.51312933,9.370386628,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,3.184335029,56.02121006,9.993316636,19.91110478,10.8900335,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,48.77679794,14.9756849,4.960327396,14.34174182,16.94544796,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,22.00708607,10.1747792,3.817932781,58.40942508,5.590776864,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,6.010898084,33.18392224,10.0236824,48.87829102,1.903206259,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,10.11835547,22.133435,17.5847367,1.753075129,48.41039769,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,43.6525218,16.12320544,7.592765193,21.43930649,11.19220107,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,16.87549727,10.97618842,25.48342399,0.004547328,46.660343,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,6.954649913,50.60420683,15.03464624,18.44250247,8.963994543,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,81.38108616,0.79418951,0.016191295,2.199318395,15.60921464,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,18.36126736,11.26639585,3.160414543,4.242922926,62.96899932,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,34.09369697,16.21609161,13.0194218,12.23863665,24.43215297,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,14.4640345,11.89020618,37.86313969,35.08889154,0.693728099,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,12.35162659,23.8035582,9.122110369,28.05983416,26.66287067,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,13.07191965,1.667099088,63.21174647,5.120848984,16.9283858,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,29.34859961,1.805404015,20.29898525,9.4225024,39.12450873,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,34.77988195,29.01915103,17.58365136,0.839102681,17.77821299,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,29.14500018,16.13284023,5.807614068,7.868428266,41.04611726,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,5.383663427,14.03841551,6.086015535,28.3146854,46.17722012,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,1.616630749,59.02037593,3.66906053,3.396361461,32.29757133,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,55.4325919,1.259528628,32.0254091,8.29095476,2.991515616,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,46.41254458,1.929128964,23.95255661,18.10398029,9.601789563,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,45.03087686,1.570375429,17.47152615,22.58589329,13.34132827,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,55.84659068,9.366414208,14.85243044,13.92740515,6.007159521,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,16.6863635,20.71430958,41.55116677,11.39923794,9.64892221,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,21.63508117,36.3913734,13.25773717,9.906092797,18.80971546,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,6.723534833,4.336001655,59.95097577,16.32506556,12.66442218,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,28.49837119,3.636525448,46.72821465,0.098631675,21.03825704,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,8.128575561,3.754353768,35.24413771,33.2457265,19.62720646,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,8.13173143,25.08382062,62.65157073,3.619186346,0.513690871,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,44.66041127,6.501872587,42.94382778,0.835933854,5.057954508,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,0.643306776,35.47559166,62.04967278,1.742393924,0.089034856,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,0.628005668,12.19035677,1.755643036,69.31040784,16.11558669,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,46.05262771,30.11102204,11.86718422,9.235369262,2.733796766,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,5.016227903,30.18279698,20.04284902,17.87315828,26.88496782,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,7.369021512,16.85247245,49.21605986,9.929446541,16.63299964,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,22.14699478,6.149007687,40.93251735,27.57755774,3.193922443,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,41.28458318,31.99874405,12.78760693,13.4431227,0.485943137,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,4.303780161,30.74456267,49.69725754,6.714192694,8.540206932,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,30.89543305,9.189573952,8.118101927,41.85715796,9.939733114,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,11.74040475,40.23106208,1.953876679,37.36033882,8.714317664,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,23.37649992,8.93817733,6.857040653,0.918365291,59.90991681,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,4.891776389,13.39758542,41.12215239,5.114358486,35.47412731,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,7.720019259,19.35590425,40.00529376,20.40297284,12.51580989,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,69.37651544,1.502058394,18.82058552,2.025548496,8.275292153,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,6.309715158,28.30229994,39.03589892,10.83688117,15.51520482,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,2.192930725,7.112520004,39.23264744,7.407074327,44.0548275,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,16.837223,4.136007636,22.50038859,23.42279213,33.10358864,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,41.12616884,13.98278002,21.80297314,14.44791172,8.640166293,"['easy', 'easy', 'medium', 'medium', 'medium']"
80,2.260312498,48.8897916,3.324760605,22.99113411,22.53400118,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,12.7261241,2.124376052,23.238619,36.11455657,25.79632428,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,5.841198869,46.8947374,21.64277727,23.69300714,1.928279331,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,14.64413345,69.11914805,1.660048468,9.246572105,5.330097936,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,3.990410689,62.01436157,0.252424237,17.01943037,16.72337312,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,25.9189573,43.84090674,18.92864891,10.05571833,1.255768714,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,66.3949889,5.387356398,2.757367464,24.42234187,1.037945369,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,5.902768695,19.8559177,15.27174042,34.53956457,24.43000861,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,1.015345297,53.58985343,6.321019099,4.004213682,35.06956849,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,59.80734924,3.483805523,21.29440145,3.322349286,12.0920945,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,35.62386926,24.21619973,10.46991048,16.01367457,13.67634596,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,23.42695521,17.93435756,7.992867506,40.13676814,10.50905159,"['medium', 'medium', 'hard', 'hard', 'medium']"
0,3.761878967,7.277439547,36.08927627,5.47522576,47.39617945,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,7.512994377,13.42656302,9.501630809,15.89108793,53.66772386,"['easy', 'medium', 'medium', 'medium', 'hard']"
0,9.184244556,10.39734235,25.76968129,29.33162506,25.31710673,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,25.76775984,13.64999373,34.01112339,15.76739865,10.80372439,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,12.44438495,10.53632525,22.41576589,20.23465142,34.3688725,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,47.81066892,8.56743338,8.462179128,27.82290243,7.336816134,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,28.51969946,34.37386327,11.49235523,6.53052171,19.08356032,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,48.68957713,12.76833951,12.14550324,25.82619959,0.570380525,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,4.140424089,40.59056525,17.72260225,24.63908279,12.90732562,"['medium', 'medium', 'hard', 'hard', 'medium']"
40,25.00394321,38.52990392,14.34094886,17.74421148,4.380992531,"['easy', 'medium', 'medium', 'medium', 'hard']"
80,4.016487562,26.61026718,13.94151826,8.375049241,47.05667776,"['easy', 'medium', 'medium', 'medium', 'hard']"
60,4.824350214,3.524989217,13.21963767,19.55019855,58.88082435,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,29.64834689,49.93992223,0.495073762,12.557939,7.358718105,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,6.317793275,28.26808105,0.358199928,45.1533852,19.90254055,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,1.79499286,5.932396267,13.73905555,37.38416615,41.14938918,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,51.40192096,2.004594629,1.867363232,26.9228151,17.80330608,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,31.59502814,58.33861739,7.685885532,1.928199059,0.452269876,"['medium', 'medium', 'hard', 'hard', 'medium']"
100,25.01020286,9.031208075,1.589086451,26.36495255,38.00455006,"['medium', 'medium', 'hard', 'hard', 'medium']"
60,9.834078014,0.33646279,32.28605363,3.151849557,54.39155601,"['easy', 'medium', 'medium', 'medium', 'hard']"
20,30.82574707,24.6327857,5.566987647,20.2210394,18.75344018,"['easy', 'easy', 'medium', 'medium', 'medium']"
0,12.52392968,60.64067485,12.75687015,8.543259678,5.53526564,"['easy', 'easy', 'medium', 'medium', 'medium']"
40,14.42573215,56.17312786,5.052911707,0.89843768,23.4497906,"['easy', 'easy', 'medium', 'medium', 'medium']"
20,0.534905261,8.859845118,51.68225329,31.54852022,7.37447611,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,6.076807045,10.28711015,25.10566708,58.11582767,0.414588063,"['medium', 'medium', 'hard', 'hard', 'medium']"
80,3.204612562,4.929434777,33.91180238,47.9384058,10.01574449,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,24.49577781,6.859371487,64.71610244,1.360600919,2.568147344,"['easy', 'easy', 'medium', 'medium', 'medium']"
60,32.65492389,24.26846111,13.41095491,16.36656478,13.29909531,"['easy', 'medium', 'medium', 'medium', 'hard']"
100,5.641507752,22.17956968,28.13590818,16.21118801,27.83182638,"['medium', 'medium', 'hard', 'hard', 'medium']"
20,22.89859657,14.26308893,37.08761835,4.097308503,21.65338765,"['easy', 'easy', 'medium', 'medium', 'medium']"
100,2.642943235,10.47389113,2.75653014,5.086794266,79.03984123,"['easy', 'medium', 'medium', 'medium', 'hard']"
40,2.831491676,4.199585859,32.00297485,21.03590238,39.93004524,"['easy', 'medium', 'medium', 'medium', 'hard']"
